Leasing,Spalanie W Cyklu Mieszanym,Generacja,Skrzynia biegów,Rok produkcji,Kierownica po prawej (Anglik),Pojemność skokowa,Pojemność baterii,Liczba pozostałych rat,Kraj pochodzenia,Opłata początkowa,Oferta od,Rodzaj paliwa,Wartość wykupu,Zarejestrowany jako zabytek,Rodzaj koloru,Moc,Rodzaj własności baterii,Gwarancja dealerska (w cenie),Napęd,Tuning,Kolor,Bezwypadkowy,Przebieg,Możliwość finansowania,Ma numer rejestracyjny,Data pierwszej rejestracji w historii pojazdu,Homologacja ciężarowa,Spalanie Poza Miastem,Model pojazdu,Liczba drzwi,VAT marża,Faktura VAT,Numer rejestracyjny pojazdu,Emisja CO2,Autonomia,Stan,Cena,lub do (przebieg km),Wersja,Miesięczna rata,Zarejestrowany w Polsce,Okres gwarancji producenta,Pokaż oferty z numerem VIN,Pierwszy właściciel (od nowości),Serwisowany w ASO,Liczba miejsc,Marka pojazdu,Spalanie W Mieście,Uszkodzony,Średnie zużycie,Typ nadwozia
Tak,,,Automatyczna,2022,,1 998 cm3,,,Polska,,Prywatne,Benzyna,,,Metalik,306 KM,,,4x4 (stały),,Czerwony,Tak,23 500 km,,Tak,21 kwiecień 2022,,,Seria 2,4,,,SC755AY,,,Używane,205 000,200 000 km,M235i xDrive,,Tak,20 Kwietnia 2025,Tak,,Tak,5,BMW,,,,Sedan
,,IV (2016-),Manualna,2018,,1 461 cm3,,,Francja,,Prywatne,Diesel,,,,110 KM,,,Na przednie koła,,Bordowy,,109 258 km,,,,,,Scenic,5,,,,,,Używane,51 900,,ENERGY dCi 110 EXPERIENCE,,,,Tak,,,,Renault,"4,20 l/100km",,,Minivan
Tak,,,Automatyczna,2024,,1 498 cm3,,,Polska,,Firma,Benzyna,,,Metalik,150 KM,,,Na przednie koła,,Niebieski,Tak,5 km,Tak,,,,,Kamiq,5,,Tak,,,,Nowe,145 300,,,,,,,,,5,Skoda,,,,SUV
,,III (2014-),Automatyczna,2018,,,,,Polska,,Firma,Elektryczny,,,Metalik,60 KM,,,Na tylne koła,,Inny kolor,Tak,49 950 km,Tak,Tak,03 grudzień 2018,,,Fortwo,2,Tak,,PO1RH42,,,Używane,51 900,,,,Tak,,Tak,,Tak,2,Smart,,,,Auta małe
,,G30/G31 (2017-2023),Automatyczna,2021,,2 993 cm3,,,,,Prywatne,Diesel,,,Metalik,286 KM,,,,,Granatowy,,38 000 km,,,,,,Seria 5,5,,,,,,Używane,275 000,,530d xDrive Touring M Sport Edition,,,,Tak,,,5,BMW,"6,40 l/100km",,,Kombi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FY (2017-),Automatyczna,2019,,1 984 cm3,,,Polska,,Firma,Diesel,,,Metalik,245 KM,,,4x4 (dołączany automatycznie),,Biały,Tak,75 779 km,Tak,,06 wrzesień 2019,,,Q5,5,,Tak,,,,Używane,174 900,,,,Tak,,Tak,Tak,Tak,5,Audi,,,,SUV
,,III (2008-2016),Manualna,2011,,1 461 cm3,,,Francja,,Prywatne,Diesel,,,Metalik,110 KM,,,Na przednie koła,,Szary,,137 000 km,,Tak,30 grudzień 2011,,,Megane,5,,,BZ949SP,,,Używane,20 500,,dCi 110 FAP LIMITED,,,,Tak,,,5,Renault,"4,20 l/100km",,,Kompakt
,,I (2010-2018),Manualna,2013,,1 997 cm3,,,Polska,,Prywatne,Diesel,,,Metalik,140 KM,,,Na przednie koła,,Szary,Tak,211 000 km,,,09 styczeń 2014,,,508,5,,,,,,Używane,35 600,,2.0 HDi Allure,,Tak,,Tak,,,5,Peugeot,6 l/100km,,,Kombi
,,Mk7 (2008-),Manualna,2011,,1 242 cm3,,,Polska,,Prywatne,Benzyna,,,Metalik,82 KM,,,Na przednie koła,,Srebrny,Tak,100 010 km,,Tak,,,,Fiesta,5,,,WD2156C,,,Używane,24 000,,1.25 Silver X plus EU5,,Tak,,Tak,,,5,Ford,7 l/100km,,,Auta miejskie
,,V (2010-2017),Manualna,2011,,1 248 cm3,,,,,Prywatne,Diesel,,,Metalik,75 KM,,,,,Czerwony,,109 000 km,,Tak,11 sierpień 2015,,,Swift,3,,,no8676l,,,Używane,17 900,,1.3 DDiS Comfort,,,,Tak,,,,Suzuki,"5,70 l/100km",,,Sedan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FY (2017-),Automatyczna,2018,,1 968 cm3,,,Szwecja,,Prywatne,Diesel,,,,190 KM,,,4x4 (stały),,Biały,Tak,166 000 km,,Tak,29 styczeń 2018,,5.3 l/100km,Q5,5,,,ZAF714,149 g/km,,Używane,109 000,,2.0 TDI Quattro Design S tronic,,,,Tak,,Tak,5,Audi,"6,50 l/100km",,,SUV
,,H (2004-2014),Manualna,2005,,1 598 cm3,,,Niemcy,,Prywatne,Benzyna,,,Metalik,105 KM,,,Na przednie koła,,Złoty,Tak,249 867 km,,Tak,17 luty 2005,,,Astra,5,,,GKSGV35,,,Używane,6 000,,,,Tak,,Tak,,,5,Opel,,,,Kompakt
Tak,,G05 (2018-),Automatyczna,2021,,2 993 cm3,,6,Polska,110 000 PLN,Prywatne,Diesel,102 976 PLN,,Perłowy,286 KM,,,4x4 (dołączany automatycznie),,Czarny,Tak,50 000 km,,Tak,,,,X5,5,,,,,,Używane,308 730,,xDrive30d mHEV sport,5 022 PLN,Tak,,Tak,Tak,Tak,5,BMW,,,,SUV
Tak,,T6,Automatyczna,2016,,1 968 cm3,,,,,Prywatne,Diesel,,,,204 KM,,,4x4 (dołączany automatycznie),,Czarny,Tak,179 000 km,,,,,,Transporter,5,,,,,,Używane,139 500,,Multivan DSG Kurz 4MOTION Highline,,Tak,,Tak,,Tak,5,Volkswagen,"8,10 l/100km",,,Minivan
Tak,,,Automatyczna,2023,,1 498 cm3,,,Polska,,Firma,Benzyna,,,,150 KM,,,Na przednie koła,,Inny kolor,Tak,5 000 km,Tak,,,,,Ateca,5,,Tak,,,,Używane,169 900,,,,,,Tak,,,5,Seat,,,,SUV
,,,Manualna,2014,,1 998 cm3,,,Polska,,Prywatne,Benzyna,,,,160 KM,,,4x4 (dołączany automatycznie),,Czerwony,Tak,123 200 km,,Tak,27 luty 2015,,5.0 l/100km,CX-5,5,,,WX2719A,155 g/km,,Używane,79 000,,2.0 Skypassion,,Tak,,Tak,,Tak,5,Mazda,8 l/100km,,,SUV
,,II (2017-),Automatyczna,2022,,1 997 cm3,,,Polska,,Prywatne,Diesel,,,,177 KM,,,,,Czerwony,Tak,51 000 km,,Tak,28 luty 2022,,,5008,5,,,WZ 253EW,,,Używane,189 999,120 000 km,,,Tak,28 Lutego 2027,Tak,Tak,Tak,,Peugeot,"5,50 l/100km",,,SUV
Tak,,G60 (2023-),Automatyczna,2023,,1 998 cm3,,,,,Firma,Hybryda,,,,299 KM,,,Na tylne koła,,Szary,Tak,5 km,,,,,,Seria 5,4,,Tak,,,,Nowe,322 300,,,5 015 PLN,,,Tak,,,5,BMW,,,,Sedan
,,G01 (2017-),Automatyczna,2021,,1 998 cm3,,,,,Prywatne,Hybryda Plug-in,,,Metalik,184 KM,,,4x4 (dołączany automatycznie),,Czarny,,42 000 km,,Tak,,,,X3,5,,,,,,Używane,179 900,,,,Tak,,Tak,,Tak,5,BMW,8 l/100km,,,SUV
,,,Manualna,2016,,1 598 cm3,,,,,Prywatne,Diesel,,,,120 KM,,,Na przednie koła,,Biały,,256 000 km,,Tak,14 listopad 2016,,4.0 l/100km,Giulietta,5,,,ETM26361,123 g/km,,Używane,38 500,,1.6 JTDM TI,,,,Tak,,,5,Alfa Romeo,5 l/100km,,,Kompakt
Tak,,,Automatyczna,2023,,,,,Polska,,Firma,Elektryczny,,,,360 KM,,,4x4 (dołączany automatycznie),,Niebieski,Tak,5 km,Tak,,,,,EQS,5,,Tak,,,,Nowe,551 599,,,,,,Tak,Tak,Tak,5,Mercedes-Benz,,,,SUV
,,II (2013-),Manualna,2015,,1 560 cm3,,,Szwajcaria,,Prywatne,Diesel,,,Metalik,115 KM,,,Na przednie koła,,Granatowy,,170 000 km,,Tak,28 kwiecień 2015,,,C4 Picasso,5,,,CB 096NW,,,Używane,34 900,,,,Tak,,Tak,,,5,Citroën,,,,Minivan
,,W203 (2000-2007),Manualna,2004,,1 796 cm3,,,,,Prywatne,Benzyna,,,,143 KM,,,,,Czarny,Tak,268 000 km,,Tak,,,,Klasa C,5,,,,,,Używane,6 900,,,,Tak,,Tak,,,,Mercedes-Benz,,,,Kombi
,,,Automatyczna,2017,,5 645 cm3,,,,,Prywatne,Benzyna,,,,365 KM,,,4x4 (stały),,Inny kolor,,103 000 km,,Tak,styczeń 2017,,14.0 l/100km,Durango,5,,,BIA46504,387 g/km,,Używane,132 000,,"5,7 R/T",,,,Tak,,,7,Dodge,"25,10 l/100km",,,SUV
,,,Manualna,2020,,1 998 cm3,,,Polska,,Prywatne,Benzyna,,,Metalik,149 KM,,,Na przednie koła,,Czerwony,Tak,19 887 km,,Tak,grudzień 2021,,,CX-30,5,,,GD1A068,,,Używane,120 000,100 000 km,,,Tak,7 Grudnia 2024,Tak,Tak,Tak,5,Mazda,,,,SUV
,,,Manualna,2005,,1 834 cm3,,,Niemcy,,Prywatne,Benzyna,,,Metalik,114 KM,,,4x4 (stały),,Inny kolor,,149 000 km,,Tak,19 wrzesień 2005,,8.0 l/100km,Pajero Pinin,3,,,GTC 48022,225 g/km,,Używane,24 900,,1.8 2-kolory,,,,Tak,,,4,Mitsubishi,12 l/100km,,,SUV
,,VI (2023-),Automatyczna,2023,,1 993 cm3,,,Polska,,Firma,Benzyna,,,,148 KM,,,4x4 (stały),,Czarny,Tak,1 km,,,,,,CR-V,5,,,,123 g/km,,Nowe,223 000,,2.0 i-MMD HEV Elegance AWD CVT,,,,,,,5,Honda,2 l/100km,,,SUV
,,,Manualna,2017,,1 968 cm3,,,Wielka Brytania,,Prywatne,Diesel,,,,150 KM,,,4x4 (stały),,Szary,,89 000 km,,Tak,,,4.0 l/100km,Q3,5,,,,130 g/km,,Używane,66 000,,2.0 TDI Quattro,,Tak,,Tak,,,5,Audi,5 l/100km,,,SUV
,,B8 (2014-2023),Automatyczna,2015,,1 968 cm3,,,Polska,,Prywatne,Diesel,,,Metalik,190 KM,,,Na przednie koła,,Brązowy,Tak,186 000 km,,Tak,05 listopad 2015,,4.0 l/100km,Passat,5,,,PKS 51470,120 g/km,,Używane,65 900,,2.0 TDI BMT Highline DSG,,Tak,,Tak,,,5,Volkswagen,5 l/100km,,,Kombi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B8 (2014-2023),Automatyczna,2015,,1 968 cm3,,,Polska,,Prywatne,Diesel,,,Metalik,190 KM,,,Na przednie koła,,Brązowy,Tak,186 000 km,,Tak,05 listopad 2015,,4.0 l/100km,Passat,5,,,PKS 51470,120 g/km,,Używane,65 900,,2.0 TDI BMT Highline DSG,,Tak,,Tak,,,5,Volkswagen,5 l/100km,,,Kombi
Tak,,,Automatyczna,2023,,1 993 cm3,,,Polska,,Firma,Hybryda,,,Metalik,342 KM,,,4x4 (dołączany automatycznie),,Szary,Tak,5 km,Tak,,,,,GLC,5,,Tak,,,,Nowe,344 900,,,,,,Tak,Tak,Tak,5,Mercedes-Benz,,,,SUV
Tak,,,Automatyczna,2023,,1 998 cm3,,,,,Firma,Benzyna,,,,300 KM,,,4x4 (stały),,Niebieski,Tak,5 km,,,,,,X2,5,,Tak,,,,Nowe,320 900,,,4 098 PLN,,,Tak,,,5,BMW,,,,SUV
Tak,,,Automatyczna,2023,,,,,Polska,,Firma,Elektryczny,,,,360 KM,,,4x4 (dołączany automatycznie),,Biały,Tak,5 km,Tak,,,,,EQS,5,,Tak,,,,Nowe,570 699,,,,,,Tak,Tak,Tak,5,Mercedes-Benz,,,,SUV
,,III (2009-),Automatyczna,2016,,1 798 cm3,,,Niemcy,,Prywatne,Benzyna,,,,147 KM,,,Na przednie koła,,Srebrny,,94 450 km,,Tak,,,4.8 l/100km,Avensis,5,,,,139 g/km,,Używane,64 900,,Touring Sports 1.8 Multidrive S Edition-S,,Tak,,Tak,,Tak,5,Toyota,8 l/100km,,,Kombi
,,,Automatyczna,2022,,1 984 cm3,,,Polska,,Firma,Benzyna,,,,,,,4x4 (dołączany automatycznie),,Biały,Tak,16 799 km,Tak,,29 grudzień 2022,,,Macan,5,,Tak,,,,Używane,294 000,,,,Tak,,Tak,Tak,Tak,5,Porsche,,,,SUV
,,I (2003-2010),Manualna,2003,,1 598 cm3,,,Niemcy,,Prywatne,Benzyna,,,Metalik,115 KM,,,Na przednie koła,,Srebrny,Tak,183 000 km,,Tak,22 maj 2003,,6.0 l/100km,Touran,5,,,XXXXXXX,,,Używane,11 500,,1.6 FSI Trendline,,,,Tak,,,5,Volkswagen,9 l/100km,,,Minivan
,,III (2010-2015),Manualna,2012,,1 685 cm3,,,,,Prywatne,Diesel,,,Metalik,115 KM,,,Na przednie koła,,Czarny,Tak,216 000 km,,Tak,11 kwiecień 2012,,4.7 l/100km,Sportage,5,,,BXXXXXX,135 g/km,,Używane,36 900,,1.7 CRDI 2WD ISG Dream-Team Edition,,Tak,,Tak,,Tak,5,Kia,"5,70 l/100km",,,SUV
,,I (2013-2019),Manualna,2018,,898 cm3,,,,,Prywatne,Benzyna,,,,90 KM,,,,,Biały,,47 652 km,,,,,,Captur,5,,,,,,Używane,35 900,,,,,,Tak,,,,Renault,,Tak,,Auta miejskie
,,II (2005-),Manualna,2007,,1 910 cm3,,,,,Prywatne,Diesel,,,,150 KM,,,Na przednie koła,,Brązowy,,377 500 km,,Tak,,,4.9 l/100km,Croma,5,,,,160 g/km,,Używane,12 000,,1.9 Multijet 16V DPF Dynamic,,,,Tak,,,,Fiat,"8,10 l/100km",,,Kombi
Tak,,W223 (2020-),Automatyczna,2023,,2 999 cm3,,,Polska,,Firma,Benzyna,,,,435 KM,,,4x4 (dołączany automatycznie),,Czarny,Tak,5 km,Tak,,,,,Klasa S,4,,Tak,,,,Nowe,744 199,,,,,,Tak,Tak,Tak,5,Mercedes-Benz,,,,Sedan
,,991 (2011-2018),Automatyczna,2013,,3 436 cm3,,,Polska,,Firma,Benzyna,,,,350 KM,,,4x4 (dołączany automatycznie),,Biały,Tak,78 707 km,Tak,,30 grudzień 2013,,,911,2,,Tak,,,,Używane,399 000,,,,Tak,,Tak,,Tak,4,Porsche,,,,Coupe
Tak,,R231 (2012-2020),Automatyczna,2023,,3 982 cm3,,,Polska,,Firma,Benzyna,,,,476 KM,,,4x4 (dołączany automatycznie),,Szary,Tak,5 km,Tak,,,,,SL,2,,Tak,,,,Nowe,808 999,,,,,,Tak,Tak,Tak,4,Mercedes-Benz,,,,Kabriolet
,,IV (2020-),Automatyczna,2022,,1 598 cm3,,,Polska,,Prywatne,Benzyna,,,,150 KM,,,Na przednie koła,,Bordowy,Tak,36 000 km,,Tak,27 lipiec 2022,,,Tucson,5,,,Fz3688s,,,Używane,147 900,,1.6 T-GDi 48V Platinum N Line 2WD DCT,,Tak,12 Września 2027,Tak,Tak,Tak,5,Hyundai,,,,SUV
,,II (2017-),Manualna,2018,,1 598 cm3,,,Polska,,Firma,Benzyna,,,Metalik,114 KM,,,,,Biały,Tak,75 654 km,Tak,,,,,Duster,5,,Tak,,,,Używane,55 900,,1.6 SCe S&S,,Tak,,Tak,Tak,Tak,5,Dacia,7 l/100km,,,SUV
Tak,,,Automatyczna,2023,,,,,Polska,,Firma,Elektryczny,,,,523 KM,,,4x4 (dołączany automatycznie),,Srebrny,Tak,5 km,Tak,,,,,EQS,5,,Tak,,,,Nowe,618 799,,,,,,Tak,Tak,Tak,5,Mercedes-Benz,,,,Sedan
Tak,,,Automatyczna,2023,,,,,Polska,,Firma,Elektryczny,,,,360 KM,,,4x4 (dołączany automatycznie),,Czarny,Tak,5 km,Tak,,,,,EQS,5,,Tak,,,,Nowe,547 099,,,,,,Tak,Tak,Tak,5,Mercedes-Benz,,,,SUV
,,III (2012-),Manualna,2016,,1 998 cm3,,,,,Prywatne,Benzyna,,,,145 KM,,,Na przednie koła,,Niebieski,,148 000 km,,Tak,04 listopad 2016,,5.3 l/100km,6,4,,,ELANW10,142 g/km,,Używane,48 900,,,,Tak,,Tak,,,5,Mazda,"7,70 l/100km",,,Sedan
,,B13/N14 (1990-1995),Manualna,1991,,1 392 cm3,,,Austria,,Prywatne,Benzyna,,,,75 KM,,,Na przednie koła,,Biały,Tak,220 828 km,,Tak,18 sierpień 1992,,,Sunny,5,,,SCZ8270A,,,Używane,8 950,,1.4 LX,,Tak,,Tak,,,5,Nissan,,,,Kompakt
,,Mk2 (2004-2011),Manualna,2008,,1 560 cm3,,,Polska,,Prywatne,Diesel,,Tak,Metalik,90 KM,,,Na przednie koła,,Srebrny,,295 000 km,,Tak,,,,Focus,5,,,,,,Używane,12 300,,,,Tak,,Tak,,,5,Ford,,,,Kombi
,,V (2021-),Automatyczna,2021,,3 604 cm3,,,Stany Zjednoczone,,Prywatne,Benzyna,,,Metalik,286 KM,,,4x4 (dołączany automatycznie),,Czarny,Tak,34 600 km,,Tak,,,,Grand Cherokee,5,,,WZ246GG,,,Używane,279 000,,,,Tak,,Tak,,,6,Jeep,,,,SUV
,,,Automatyczna,2015,,1 984 cm3,,,Polska,,Prywatne,Benzyna,,,Metalik,220 KM,,,Na przednie koła,,Biały,Tak,126 000 km,,Tak,,,6.0 l/100km,Beetle,2,,,,176 g/km,,Używane,69 999,,2.0 TSI BMT Sport DSG,,Tak,,Tak,Tak,Tak,4,Volkswagen,10 l/100km,,,Coupe
,,III (2012-),Manualna,2018,,1 998 cm3,,,Polska,,Firma,Benzyna,,,Metalik,165 KM,,,Na przednie koła,,Niebieski,Tak,134 000 km,Tak,Tak,27 wrzesień 2018,,,6,5,,Tak,WE376UK,,,Używane,94 900,,2.0 Skypassion I-ELoop,,Tak,,Tak,Tak,Tak,5,Mazda,7 l/100km,,,Kombi
,,,Automatyczna,2018,,1 991 cm3,,,Polska,,Prywatne,Benzyna,,,,211 KM,,,Na tylne koła,,Czarny,Tak,116 000 km,,Tak,,,,Q50,4,,,SK777NS,,,Używane,94 000,,2.0t Sport Tech,,Tak,,Tak,Tak,Tak,5,Infiniti,8 l/100km,,,Sedan
Tak,,W223 (2020-),Automatyczna,2023,,5 980 cm3,,,Polska,,Firma,Benzyna,,,,612 KM,,,4x4 (dołączany automatycznie),,Czarny,Tak,5 km,Tak,,,,,Klasa S,4,,Tak,,,,Nowe,1 407 299,,,,,,Tak,Tak,Tak,4,Mercedes-Benz,,,,Sedan
,,F5 (2016-),Automatyczna,2017,,1 968 cm3,,,,,Prywatne,Diesel,,,,190 KM,,,,,Szary,,98 000 km,,,,,,A5,5,,,,,,Używane,119 000,,2.0 TDI Quattro S tronic,,,,Tak,,,,Audi,5 l/100km,,,Sedan
Tak,,R231 (2012-2020),Automatyczna,2023,,3 982 cm3,,,Polska,,Firma,Benzyna,,,,585 KM,,,4x4 (dołączany automatycznie),,Szary,Tak,5 km,Tak,,,,,SL,2,,Tak,,,,Nowe,962 599,,,,,,Tak,Tak,Tak,4,Mercedes-Benz,,,,Kabriolet
,,,Manualna,2012,,1 591 cm3,,,,,Prywatne,Benzyna,,,Metalik,135 KM,,,,,Inny kolor,,266 000 km,,,,,,Sportage,5,,,,,,Używane,37 500,,1.6 GDI M 2WD,,,,Tak,,,5,Kia,8 l/100km,,,SUV
Tak,,W167 (2019-),Automatyczna,2023,,1 993 cm3,,,Polska,,Firma,Diesel,,,Metalik,269 KM,,,4x4 (stały),,Czarny,Tak,1 km,Tak,,,,,GLE,5,,Tak,,180 g/km,,Nowe,407 990,,Coupe 300 d mHEV 4-Matic AMG Line,,,,,,,5,Mercedes-Benz,8 l/100km,,,SUV
Tak,,R231 (2012-2020),Automatyczna,2023,,3 982 cm3,,,Polska,,Firma,Benzyna,,,,585 KM,,,4x4 (dołączany automatycznie),,Czarny,Tak,5 km,Tak,,,,,SL,2,,Tak,,,,Nowe,972 699,,,,,,Tak,Tak,Tak,4,Mercedes-Benz,,,,Kabriolet
,,,Automatyczna,2017,,1 798 cm3,,,Dania,,Prywatne,Hybryda,,,,98 KM,,,Na przednie koła,,Srebrny,Tak,150 000 km,,Tak,16 maj 2017,,,C-HR,5,,,cx75990,,,Używane,79 999,,,,,,Tak,,Tak,5,Toyota,,,,SUV
,,Mk5 (2014-),Manualna,2018,,1 997 cm3,,,Polska,,Prywatne,Diesel,,,Metalik,150 KM,,,Na przednie koła,,Srebrny,,270 000 km,,Tak,,,4.0 l/100km,Mondeo,5,,,,117 g/km,,Używane,41 900,,2.0 TDCi Trend,,,,Tak,,,5,Ford,5 l/100km,,,Kombi
Tak,,W167 (2019-),Automatyczna,2023,,1 993 cm3,,,Polska,,Firma,Diesel,,,Metalik,269 KM,,,4x4 (stały),,Czarny,Tak,1 km,Tak,,,,,GLE,5,,Tak,,180 g/km,,Nowe,407 990,,Coupe 300 d mHEV 4-Matic AMG Line,,,,,,,5,Mercedes-Benz,8 l/100km,,,SUV
Tak,,R231 (2012-2020),Automatyczna,2023,,3 982 cm3,,,Polska,,Firma,Benzyna,,,,585 KM,,,4x4 (dołączany automatycznie),,Czarny,Tak,5 km,Tak,,,,,SL,2,,Tak,,,,Nowe,972 699,,,,,,Tak,Tak,Tak,4,Mercedes-Benz,,,,Kabriolet
,,,Automatyczna,2017,,1 798 cm3,,,Dania,,Prywatne,Hybryda,,,,98 KM,,,Na przednie koła,,Srebrny,Tak,150 000 km,,Tak,16 maj 2017,,,C-HR,5,,,cx75990,,,Używane,79 999,,,,,,Tak,,Tak,5,Toyota,,,,SUV
,,Mk5 (2014-),Manualna,2018,,1 997 cm3,,,Polska,,Prywatne,Diesel,,,Metalik,150 KM,,,Na przednie koła,,Srebrny,,270 000 km,,Tak,,,4.0 l/100km,Mondeo,5,,,,117 g/km,,Używane,41 900,,2.0 TDCi Trend,,,,Tak,,,5,Ford,5 l/100km,,,Kombi
,,G30/G31 (2017-2023),Automatyczna,2019,,2 993 cm3,,,,,Prywatne,Diesel,,,,320 KM,,,4x4 (stały),,Niebieski,,99 200 km,,Tak,20 luty 2019,,4.0 l/100km,Seria 5,4,,,DW3CN57,138 g/km,,Używane,176 000,,540d xDrive M Sport sport,,,,Tak,,,5,BMW,6 l/100km,,,Sedan
,,III (2011-2019),Manualna,2012,,1 329 cm3,,,,,Prywatne,Benzyna,,,,99 KM,,,Na przednie koła,,Niebieski,,179 000 km,,Tak,,,4.0 l/100km,Yaris,5,,,,123 g/km,,Używane,33 000,,,,,,Tak,,,5,Toyota,6 l/100km,,,Auta małe
,,,Manualna,2011,,1 798 cm3,,,Niemcy,,Prywatne,Benzyna,,,,160 KM,,,4x4 (stały),,Biały,,130 000 km,,Tak,,,6.0 l/100km,Yeti,5,,,,184 g/km,,Używane,25 900,,1.8 TSI 4x4 Elegance,,,,Tak,,Tak,,Skoda,9 l/100km,Tak,,SUV
Tak,,,Automatyczna,2023,,,,,Polska,,Firma,Elektryczny,,,,360 KM,,,4x4 (dołączany automatycznie),,Biały,Tak,5 km,Tak,,,,,EQS,5,,Tak,,,,Nowe,666 299,,,,,,Tak,Tak,Tak,5,Mercedes-Benz,,,,SUV
,,II (2010-2015),Automatyczna,2011,,1 968 cm3,,,,,Prywatne,Diesel,,,,170 KM,,,Na przednie koła,,Czarny,Tak,198 474 km,,Tak,22 lipiec 2011,,5.0 l/100km,Touran,5,,,KWA77548,155 g/km,,Używane,43 999,,2.0 TDI DPF Cross DSG,,Tak,,Tak,Tak,Tak,7,Volkswagen,7 l/100km,,,Minivan
,,,Manualna,2016,,1 199 cm3,,,Niemcy,,Prywatne,Benzyna,,,,110 KM,,,Na przednie koła,,Szary,,28 500 km,,Tak,,,4.0 l/100km,C3 Picasso,5,,,,115 g/km,,Używane,12 900,,1.2 PureTech Exclusive,,,,Tak,,,5,Citroën,6 l/100km,Tak,,Minivan
,,,Automatyczna,2017,,3 342 cm3,,,Stany Zjednoczone,,Prywatne,Benzyna,,,,370 KM,,,4x4 (stały),,Żółty,,57 000 km,,,styczeń 2017,,,Stinger,5,,,,,,Używane,129 000,,3.3 T-GDI AWD GT,,Tak,,Tak,,,5,Kia,"14,20 l/100km",,,Sedan
,,V (2018-),Automatyczna,2023,,2 487 cm3,,,Polska,,Firma,Hybryda,,,Perłowy,177 KM,,,4x4 (dołączany automatycznie),,Czarny,Tak,5 km,Tak,,,,,RAV4,5,,Tak,,,,Nowe,224 100,,,,,,,,,5,Toyota,,,,SUV
,,,Automatyczna,2021,,999 cm3,,,Polska,,Prywatne,Benzyna,,,Metalik,110 KM,,,Na przednie koła,,Szary,Tak,45 000 km,,Tak,22 październik 2021,,,Scala,5,,,WJ2415K,,,Używane,81 800,60 000 km,1.0 TSI Ambition DSG,,Tak,28 Października 2024,Tak,Tak,Tak,5,Skoda,,,,Kompakt
,,F10/F11 (2009-2017),Automatyczna,2011,,2 993 cm3,,,Szwajcaria,,Prywatne,Diesel,,,Metalik,204 KM,,,Na tylne koła,,Czarny,,271 000 km,,Tak,09 lipiec 2019,,5.2 l/100km,Seria 5,5,,,LC79233,162 g/km,,Używane,51 900,,525d Touring,,Tak,,Tak,,,5,BMW,"7,80 l/100km",,,Kombi
Tak,,,Automatyczna,2023,,,,,Polska,,Firma,Elektryczny,,,,360 KM,,,4x4 (dołączany automatycznie),,Czarny,Tak,5 km,Tak,,,,,EQS,5,,Tak,,,,Nowe,517 599,,,,,,Tak,Tak,Tak,5,Mercedes-Benz,,,,SUV
Tak,,,Automatyczna,2023,,3 996 cm3,,,Polska,,Firma,Benzyna,,,,507 KM,,,4x4 (dołączany automatycznie),,Biały,Tak,,Tak,,,,,SQ8,5,,Tak,,,,Nowe,556 155,,,,,,Tak,,,5,Audi,,,,SUV
,,III (2004-2015),Manualna,2010,,1 598 cm3,,,Niemcy,,Prywatne,Diesel,,,Metalik,102 KM,,,Na przednie koła,,Srebrny,Tak,288 558 km,,Tak,22 luty 2011,,5.2 l/100km,Caddy,5,,,SWD39858,149 g/km,,Używane,33 000,,1.6 TDI (7-Si.) Edition 30,,Tak,,Tak,,,7,Volkswagen,"6,60 l/100km",,,Minivan
Tak,,,Automatyczna,2023,,,,,Polska,,Firma,Elektryczny,,,,360 KM,,,4x4 (dołączany automatycznie),,Czarny,Tak,5 km,Tak,,,,,EQS,5,,Tak,,,,Nowe,501 499,,,,,,Tak,Tak,Tak,5,Mercedes-Benz,,,,Sedan
,,C7 (2011-2018),Manualna,2014,,1 968 cm3,,,Szwecja,,Prywatne,Diesel,,,Metalik,177 KM,,,Na przednie koła,,Inny kolor,Tak,189 000 km,,Tak,06 maj 2014,,4.5 l/100km,A6,5,,,KCH24404,132 g/km,,Używane,67 800,,Avant 2.0 TDI DPF sport selection,,Tak,,Tak,,Tak,5,Audi,"6,10 l/100km",,,Kombi
,,,Automatyczna,2018,,1 498 cm3,,,,,Prywatne,Benzyna,,,,149 KM,,,,,Szary,,97 000 km,,Tak,27 luty 2019,,,Arteon,5,,,NE 1993G,,,Używane,91 200,,,,,,Tak,,,5,Volkswagen,,,,Sedan
,,X (2017-2021),Manualna,2017,,1 498 cm3,,,Polska,,Prywatne,Benzyna,,,,182 KM,,,Na przednie koła,,Biały,Tak,174 000 km,,Tak,18 sierpień 2017,,,Civic,5,,,GD4G835,,,Używane,72 900,,1.5 T Sport (Navi),,Tak,,Tak,,Tak,5,Honda,,,,Kompakt
